"1566898836366","0",":app:preBuild","true","false","true","2","2019-08-27T09:40:36,366Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836366","1",":app:preDebugBuild","true","false","true","110","2019-08-27T09:40:36,366Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836366","2",":app:compileDebugAidl","true","false","true","2","2019-08-27T09:40:36,366Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836366","3",":app:compileDebugRenderscript","true","false","true","12","2019-08-27T09:40:36,366Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836366","4",":app:checkDebugManifest","true","false","true","2","2019-08-27T09:40:36,366Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836366","5",":app:generateDebugBuildConfig","true","false","true","3","2019-08-27T09:40:36,366Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836366","6",":app:prepareLintJar","true","false","true","2","2019-08-27T09:40:36,366Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836366","7",":app:generateDebugSources","true","false","true","1","2019-08-27T09:40:36,366Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836542","0",":app:preBuild","true","false","true","2","2019-08-27T09:40:36,542Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836542","1",":app:preDebugBuild","true","false","true","110","2019-08-27T09:40:36,542Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836542","2",":app:compileDebugAidl","true","false","true","2","2019-08-27T09:40:36,542Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836542","3",":app:compileDebugRenderscript","true","false","true","12","2019-08-27T09:40:36,542Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836542","4",":app:checkDebugManifest","true","false","true","2","2019-08-27T09:40:36,542Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836542","5",":app:generateDebugBuildConfig","true","false","true","3","2019-08-27T09:40:36,542Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836542","6",":app:prepareLintJar","true","false","true","2","2019-08-27T09:40:36,542Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898836542","7",":app:generateDebugSources","true","false","true","1","2019-08-27T09:40:36,542Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898896664","0",":clean","true","false","true","5","2019-08-27T09:41:36,664Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
"1566898896664","1",":app:clean","true","true","false","8","2019-08-27T09:41:36,664Z","Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz","17179869184","Mac OS X 10.14.5 x86_64"
